timestamp,d_aX,d_aY,d_aZ,d_gX,d_gY,d_gZ
2025-08-24 03:33:25,0.07,0.44,0.55,-2.58,2.09,4.75
2025-08-24 03:33:25,0.48,-0.9,-0.22,-6.21,52.21,114.09
2025-08-24 03:33:26,-0.01,-0.37,0.57,-9.04,-20.0,33.15
2025-08-24 03:33:26,-0.37,-1.72,0.16,-1.05,-0.53,-4.99
2025-08-24 03:33:27,-0.41,-1.79,0.12,-1.04,4.35,14.58
2025-08-24 03:33:27,-0.27,-1.45,0.18,-2.79,2.84,3.01
2025-08-24 03:33:28,-0.34,-1.49,0.27,-1.31,3.71,0.81
2025-08-24 03:33:28,-0.33,-1.55,0.3,-0.76,2.76,2.11
2025-08-24 03:33:29,-0.27,-1.43,0.36,-1.5,0.27,-6.38
2025-08-24 03:33:29,-0.3,-1.53,0.36,1.08,0.37,-0.52
2025-08-24 03:33:30,-0.28,-1.46,0.61,-3.24,-0.38,-12.18
2025-08-24 03:33:30,-0.25,-1.58,0.39,-0.61,1.25,0.24
2025-08-24 03:33:31,-0.51,-1.42,0.2,-3.6,-3.89,-10.05
2025-08-24 03:33:31,-0.35,-1.64,0.18,0.17,0.27,7.73
2025-08-24 03:33:32,-0.29,-1.52,0.41,0.75,-0.55,-2.82
2025-08-24 03:33:32,-0.21,-1.47,0.44,-3.83,-0.84,-2.52
2025-08-24 03:33:33,0.21,-1.04,-0.11,54.4,-123.42,14.58
2025-08-24 03:33:33,-0.7,0.44,0.35,10.56,17.62,26.31
2025-08-24 03:33:34,-0.36,-0.4,0.98,10.35,7.54,5.6
2025-08-24 03:33:34,0.11,-0.73,0.55,-12.08,-25.01,23.65
2025-08-24 03:33:35,0.01,-1.19,-0.78,-50.2,38.0,9.11
2025-08-24 03:33:35,-0.26,-0.9,0.64,-39.05,-48.38,22.23
2025-08-24 03:33:36,-0.34,-0.7,-1.03,13.79,0.05,-10.55
2025-08-24 03:33:36,-0.11,-0.97,-0.62,-2.26,1.01,-1.47
2025-08-24 03:33:37,-0.17,-1.08,-0.73,-0.92,4.79,3.68
2025-08-24 03:33:37,-0.23,-1.16,-0.76,2.69,-0.78,1.63
2025-08-24 03:33:38,0.0,-2.25,3.45,204.37,67.31,-1.63
2025-08-24 03:33:38,0.79,-1.62,-1.2,-10.21,-18.17,-16.87
2025-08-24 03:33:39,-0.45,-0.95,1.58,-22.27,19.34,15.37
2025-08-24 03:33:39,0.05,-2.54,1.8,-148.79,-53.94,-11.24
2025-08-24 03:33:40,-0.12,-1.17,0.18,-3.71,9.51,18.89
2025-08-24 03:33:40,-0.33,-1.47,0.06,-3.11,-2.53,1.11
2025-08-24 03:33:41,-0.28,-1.38,-0.08,-0.66,-2.27,-1.57
2025-08-24 03:33:41,-0.33,-1.11,-0.46,8.56,-1.1,3.25
2025-08-24 03:33:42,-0.29,-1.12,-0.06,4.53,-3.08,-3.3
2025-08-24 03:33:42,-0.26,-1.22,-0.13,-0.06,1.5,0.6
2025-08-24 03:33:43,-0.22,-1.32,-0.14,0.6,1.11,0.61
2025-08-24 03:33:43,-0.21,-1.24,-0.09,-1.6,-0.37,-0.93
2025-08-24 03:33:44,-0.22,-1.26,-0.1,1.57,3.22,0.43
2025-08-24 03:33:44,-0.26,-1.38,0.04,4.12,-0.66,2.76
2025-08-24 03:33:45,-0.22,-1.31,0.06,-0.63,-0.23,2.18
2025-08-24 03:33:45,-0.29,-1.47,0.11,2.02,4.43,9.07
2025-08-24 03:33:46,-0.26,-1.13,0.05,0.76,-2.27,-10.23
2025-08-24 03:33:46,-0.33,-1.49,0.11,-0.26,-5.16,-8.37
2025-08-24 03:33:47,-0.31,-1.44,0.1,0.67,0.82,-2.23
2025-08-24 03:33:47,-0.35,-1.48,0.15,0.55,1.04,-2.15
2025-08-24 03:33:48,-0.2,-1.31,0.08,-2.29,2.31,2.29
2025-08-24 03:33:48,-0.31,-1.44,0.24,-0.11,-2.09,-4.43
2025-08-24 03:33:49,-0.28,-1.39,0.06,-0.87,-0.03,1.07
2025-08-24 03:33:49,-0.32,-1.51,0.1,-1.54,0.96,-0.69
2025-08-24 03:33:50,-0.33,-1.47,0.17,2.12,2.49,3.3
2025-08-24 03:33:50,-0.27,-1.48,0.11,-0.2,3.45,10.41
2025-08-24 03:33:51,-0.26,-1.23,0.11,1.66,-1.62,-5.31
2025-08-24 03:33:51,-0.24,-1.35,-0.4,-7.47,-7.88,-0.21
2025-08-24 03:33:52,-0.26,-1.07,-0.8,-2.93,-40.29,-14.27
2025-08-24 03:33:52,-0.33,-1.1,-1.29,7.53,-1.88,-1.19
2025-08-24 03:33:53,-0.16,-0.82,-0.38,20.56,30.96,0.47
2025-08-24 03:33:53,-0.31,-1.26,0.59,-0.4,11.37,9.82
2025-08-24 03:33:54,-2.47,-2.02,2.12,-7.34,10.98,148.2
2025-08-24 03:33:55,-1.4,-3.31,2.09,-1.5,1.82,30.63
2025-08-24 03:33:55,-2.13,-4.42,1.75,47.5,-47.08,27.56
2025-08-24 03:33:55,-0.61,-4.8,0.02,-56.55,66.06,-135.63
2025-08-24 03:33:56,-0.7,-1.5,1.73,2.26,-0.02,6.92
2025-08-24 03:33:56,-0.61,-2.18,1.43,9.57,20.87,6.93
2025-08-24 03:33:57,-0.86,-2.44,2.14,-3.15,8.99,25.25
2025-08-24 03:33:57,-0.75,-2.23,1.76,-6.2,-6.23,-12.18
2025-08-24 03:33:58,-0.64,-2.19,1.49,-3.82,-12.03,1.63
2025-08-24 03:33:59,-0.47,-1.71,0.68,-18.0,-12.06,-13.77
2025-08-24 03:33:59,-0.36,-1.84,0.37,-0.24,0.75,-1.4
2025-08-24 03:34:00,-0.36,-1.56,0.31,2.47,4.84,7.04
2025-08-24 03:34:00,-0.29,-1.64,0.37,-5.21,2.81,-4.03
2025-08-24 03:34:01,-1.62,-2.22,0.19,191.77,-73.48,-5.5
2025-08-24 03:34:01,-0.55,-1.65,1.56,64.03,-10.98,-91.6
2025-08-24 03:34:02,-0.78,0.8,2.56,17.15,50.35,-5.33
2025-08-24 03:34:02,-0.91,-0.59,5.32,114.95,-63.98,-3.6
2025-08-24 03:34:03,-0.82,-0.12,3.21,-39.85,37.97,63.48
2025-08-24 03:34:03,-0.9,-0.99,3.57,2.23,-4.44,12.55
2025-08-24 03:34:04,-2.82,-2.73,2.48,-87.53,-60.81,-158.98
2025-08-24 03:34:04,-0.82,0.72,0.91,-10.2,-80.38,-33.05
2025-08-24 03:34:05,0.33,-0.9,-0.85,-31.89,-6.4,8.52
2025-08-24 03:34:05,0.02,-1.03,-1.07,1.77,-6.47,-17.97
2025-08-24 03:34:06,-0.27,-1.0,-0.52,5.47,6.41,-4.06
2025-08-24 03:34:06,-0.23,-0.65,-0.68,-1.65,-3.44,-12.12
2025-08-24 03:34:07,0.14,-0.63,-0.62,3.76,15.11,15.53
2025-08-24 03:34:07,-0.03,-0.55,-0.64,-2.81,10.43,0.02
2025-08-24 03:34:08,-0.11,-0.77,-0.42,3.08,10.58,4.08
2025-08-24 03:34:08,0.03,-0.71,-0.12,-3.97,6.29,-0.87
2025-08-24 03:34:09,-0.11,-0.64,-0.13,-0.75,4.05,3.25
2025-08-24 03:34:09,-0.04,-0.61,0.17,1.65,-0.17,-0.78
2025-08-24 03:34:10,-0.09,-0.61,0.16,1.08,-1.05,0.43
2025-08-24 03:34:10,-0.1,-0.54,0.2,0.58,0.31,-0.87
2025-08-24 03:34:11,-0.19,-0.68,0.15,-0.35,-8.87,0.87
2025-08-24 03:34:11,0.01,-0.43,0.11,-0.44,8.81,1.56
2025-08-24 03:34:12,0.0,-0.2,0.15,1.01,-2.87,-5.53
2025-08-24 03:34:12,-0.05,-0.48,0.13,-0.87,2.95,0.26
2025-08-24 03:34:13,-0.06,-0.49,0.09,-1.31,1.5,-0.02
2025-08-24 03:34:13,-0.11,-0.64,0.06,1.04,-2.29,0.0
2025-08-24 03:34:14,-0.05,-0.53,0.12,0.78,2.32,0.52
2025-08-24 03:34:14,0.01,-0.46,0.17,-0.52,-0.56,8.32
2025-08-24 03:34:15,-0.07,-0.45,0.11,0.03,0.99,2.66
2025-08-24 03:34:15,-0.02,-0.27,0.11,0.43,0.12,0.26
2025-08-24 03:34:16,-0.08,-0.38,0.13,-0.12,0.96,2.35
2025-08-24 03:34:16,-0.06,-0.3,0.08,-0.41,-0.78,-0.79
2025-08-24 03:34:17,-0.04,-0.28,0.11,0.41,-2.53,-2.0
2025-08-24 03:34:17,-0.03,-0.39,0.16,1.42,2.64,2.32
2025-08-24 03:34:18,-0.11,-0.28,0.11,-0.09,1.33,-2.14
2025-08-24 03:34:18,-0.06,-0.35,0.17,0.55,0.23,4.12
2025-08-24 03:34:19,0.02,-0.34,0.23,-1.31,0.34,0.75
2025-08-24 03:34:19,-0.06,-0.29,0.16,0.5,1.89,2.96
2025-08-24 03:34:20,-0.01,-0.23,0.13,-0.6,-1.07,-2.46
2025-08-24 03:34:20,-0.06,-0.37,0.15,4.31,8.23,2.82
2025-08-24 03:34:21,-0.12,-0.5,0.94,4.96,4.0,6.32
2025-08-24 03:34:21,-0.19,-0.66,1.17,-6.72,0.95,1.69
2025-08-24 03:34:22,-0.13,-0.48,0.97,2.11,2.14,-2.06
2025-08-24 03:34:22,-0.05,-0.39,0.86,0.73,-2.63,-7.18
2025-08-24 03:34:23,-0.05,-0.43,1.06,2.82,4.61,-2.03
2025-08-24 03:34:23,-0.08,-0.45,1.14,-0.67,1.42,7.83
2025-08-24 03:34:24,-0.11,-0.52,1.15,0.56,-0.43,0.52
2025-08-24 03:34:24,-0.19,-0.59,1.17,-0.82,1.76,2.84
2025-08-24 03:34:25,-0.23,-0.74,1.1,5.18,16.58,13.56
2025-08-24 03:34:25,-0.46,-1.41,2.17,18.21,24.9,25.76
2025-08-24 03:34:26,-0.47,-1.43,2.16,-6.7,-9.21,-4.17
2025-08-24 03:34:26,-0.42,-1.3,2.0,-7.08,-0.29,-6.52
2025-08-24 03:34:27,-0.35,-1.18,1.69,-3.6,-3.19,-2.85
2025-08-24 03:34:27,-0.46,-1.07,1.53,0.5,-1.33,3.01
2025-08-24 03:34:28,-0.34,-1.07,1.48,-2.55,-0.99,-0.21
2025-08-24 03:34:28,-0.37,-1.08,1.47,0.66,0.95,0.66
2025-08-24 03:34:29,-0.31,-1.03,1.33,-0.63,0.02,-1.15
2025-08-24 03:34:29,-0.29,-0.91,1.43,0.73,0.9,0.08
2025-08-24 03:34:30,-0.31,-1.02,1.42,-0.17,-0.46,-0.93
2025-08-24 03:34:30,-0.32,-0.97,1.45,0.29,0.41,0.46
2025-08-24 03:34:31,-0.29,-0.97,1.53,-0.23,0.5,0.14
2025-08-24 03:34:31,-0.24,-0.89,1.48,-2.55,-1.54,4.38
2025-08-24 03:34:32,-0.3,-1.03,1.48,-2.0,1.3,1.5
2025-08-24 03:34:32,-0.3,-0.99,1.43,-0.99,-3.19,4.46
2025-08-24 03:34:33,-0.36,-1.03,1.8,3.53,8.11,1.95
2025-08-24 03:34:33,-0.56,-0.98,1.84,9.92,-2.31,12.52
2025-08-24 03:34:34,-0.92,-1.59,2.72,18.06,21.86,15.6
2025-08-24 03:34:34,-1.26,-1.84,2.99,-1.34,-5.25,-10.4
2025-08-24 03:34:35,-0.71,-1.25,3.28,-7.44,-7.1,-8.7
2025-08-24 03:34:35,-0.57,-0.94,2.79,6.67,-30.81,-6.85
2025-08-24 03:34:36,-0.3,-0.83,1.91,-3.89,-32.03,2.84
2025-08-24 03:34:36,-0.23,-1.05,0.26,0.72,-81.01,19.34
2025-08-24 03:34:37,-0.47,-1.26,-1.28,1.44,29.04,-0.99
2025-08-24 03:34:37,-0.07,-0.98,0.17,15.16,25.47,-11.44
2025-08-24 03:34:38,-0.04,-0.43,0.62,0.44,6.82,2.73
2025-08-24 03:34:38,-0.19,-0.6,0.76,-1.59,6.29,1.44
2025-08-24 03:34:39,-0.17,-0.79,0.8,-0.14,6.46,2.52
2025-08-24 03:34:39,-0.14,-0.74,1.01,0.82,5.76,1.05
2025-08-24 03:34:40,-0.14,-0.79,1.08,-1.28,0.12,2.08
2025-08-24 03:34:40,-0.14,-0.7,0.94,-0.73,0.27,0.67
2025-08-24 03:34:41,-0.08,-0.66,0.93,0.18,0.85,0.41
2025-08-24 03:34:41,-0.16,-0.7,1.08,-2.89,4.44,1.95
2025-08-24 03:34:42,-0.25,-0.72,1.1,1.07,0.85,-1.6
2025-08-24 03:34:42,-0.18,-0.74,1.1,-1.5,1.37,2.26
2025-08-24 03:34:43,-0.15,-0.74,1.1,0.05,-0.4,0.99
2025-08-24 03:34:43,-0.21,-0.81,1.13,0.34,1.62,0.78
2025-08-24 03:34:44,-0.18,-0.74,1.14,0.37,0.46,0.12
2025-08-24 03:34:44,-0.19,-0.7,1.09,-4.05,0.69,2.09
2025-08-24 03:34:45,-0.15,-0.47,1.03,-0.63,0.41,-1.31
2025-08-24 03:34:45,-0.13,-0.81,1.19,1.07,-0.02,-4.84
